Date,Max Temp,Month,Holiday,Weekend,home_game,n_rides
2017-02-19,65.0,2.0,0.0,1.0,0.0,390
2017-02-20,61.0,2.0,1.0,0.0,0.0,191
2017-02-21,65.0,2.0,0.0,0.0,0.0,145
2017-02-22,66.0,2.0,0.0,0.0,0.0,152
2017-02-23,69.0,2.0,0.0,0.0,0.0,124
2017-02-24,76.0,2.0,0.0,0.0,0.0,379
2017-02-25,66.0,2.0,0.0,1.0,0.0,96
2017-02-26,39.0,2.0,0.0,1.0,0.0,53
2017-02-27,46.0,2.0,0.0,0.0,0.0,58
2017-02-28,57.0,2.0,0.0,0.0,0.0,87
2017-03-01,61.0,3.0,0.0,0.0,0.0,61
2017-03-02,41.0,3.0,0.0,0.0,0.0,54
2017-03-03,32.0,3.0,0.0,0.0,0.0,50
2017-03-04,33.0,3.0,0.0,1.0,0.0,23
2017-03-05,47.0,3.0,0.0,1.0,0.0,67
2017-03-06,56.0,3.0,0.0,0.0,0.0,59
2017-03-07,60.0,3.0,0.0,0.0,0.0,49
2017-03-08,56.0,3.0,0.0,0.0,0.0,79
2017-03-09,58.0,3.0,0.0,0.0,0.0,120
2017-03-10,33.0,3.0,0.0,0.0,0.0,43
2017-03-11,26.0,3.0,0.0,1.0,0.0,19
2017-03-12,28.0,3.0,0.0,1.0,0.0,20
2017-03-13,41.0,3.0,0.0,0.0,0.0,46
2017-03-14,34.0,3.0,0.0,0.0,0.0,23
2017-03-15,26.0,3.0,0.0,0.0,0.0,18
2017-03-16,36.0,3.0,0.0,0.0,0.0,29
2017-03-17,41.0,3.0,0.0,0.0,0.0,41
2017-03-18,45.0,3.0,0.0,1.0,0.0,45
2017-03-19,40.0,3.0,0.0,1.0,0.0,45
2017-03-20,51.0,3.0,0.0,0.0,0.0,80
2017-03-21,59.0,3.0,0.0,0.0,0.0,116
2017-03-22,38.0,3.0,0.0,0.0,0.0,60
2017-03-23,50.0,3.0,0.0,0.0,0.0,89
2017-03-24,74.0,3.0,0.0,0.0,0.0,192
2017-03-25,73.0,3.0,0.0,1.0,0.0,447
2017-03-26,68.0,3.0,0.0,1.0,0.0,195
2017-03-27,68.0,3.0,0.0,0.0,0.0,180
2017-03-28,58.0,3.0,0.0,0.0,0.0,73
2017-03-29,60.0,3.0,0.0,0.0,0.0,142
2017-03-30,55.0,3.0,0.0,0.0,0.0,107
2017-03-31,54.0,3.0,0.0,0.0,0.0,26
2017-04-01,43.0,4.0,0.0,1.0,0.0,55
2017-04-02,58.0,4.0,0.0,1.0,0.0,253
2017-04-03,69.0,4.0,0.0,0.0,0.0,93
2017-04-04,63.0,4.0,0.0,0.0,0.0,137
2017-04-05,72.0,4.0,0.0,0.0,0.0,203
2017-04-06,58.0,4.0,0.0,0.0,0.0,60
2017-04-07,39.0,4.0,0.0,0.0,1.0,58
2017-04-08,59.0,4.0,0.0,1.0,1.0,280
2017-04-09,73.0,4.0,0.0,1.0,1.0,460
2017-04-10,79.0,4.0,0.0,0.0,1.0,344
2017-04-11,69.0,4.0,0.0,0.0,1.0,140
2017-04-12,65.0,4.0,0.0,0.0,1.0,206
2017-04-13,59.0,4.0,0.0,0.0,0.0,161
2017-04-14,73.0,4.0,0.0,0.0,0.0,368
2017-04-15,82.0,4.0,0.0,1.0,0.0,462
2017-04-16,76.0,4.0,0.0,1.0,0.0,227
2017-04-17,69.0,4.0,0.0,0.0,0.0,221
2017-04-18,71.0,4.0,0.0,0.0,0.0,291
2017-04-19,73.0,4.0,0.0,0.0,0.0,164
2017-04-20,77.0,4.0,0.0,0.0,0.0,225
2017-04-21,68.0,4.0,0.0,0.0,1.0,271
2017-04-22,54.0,4.0,0.0,1.0,1.0,251
2017-04-23,69.0,4.0,0.0,1.0,1.0,393
2017-04-24,64.0,4.0,0.0,0.0,1.0,103
2017-04-25,66.0,4.0,0.0,0.0,1.0,95
2017-04-26,78.0,4.0,0.0,0.0,1.0,296
2017-04-27,81.0,4.0,0.0,0.0,0.0,186
2017-04-28,73.0,4.0,0.0,0.0,0.0,255
2017-04-29,74.0,4.0,0.0,1.0,0.0,169
2017-04-30,87.0,4.0,0.0,1.0,0.0,335
2017-05-01,81.0,5.0,0.0,0.0,0.0,104
2017-05-02,62.0,5.0,0.0,0.0,0.0,140
2017-05-03,59.0,5.0,0.0,0.0,0.0,183
2017-05-04,66.0,5.0,0.0,0.0,0.0,137
2017-05-05,72.0,5.0,0.0,0.0,1.0,173
2017-05-06,48.0,5.0,0.0,1.0,1.0,41
2017-05-07,57.0,5.0,0.0,1.0,1.0,414
2017-05-08,57.0,5.0,0.0,0.0,0.0,163
2017-05-09,66.0,5.0,0.0,0.0,0.0,223
2017-05-10,73.0,5.0,0.0,0.0,0.0,226
2017-05-11,58.0,5.0,0.0,0.0,0.0,111
2017-05-12,58.0,5.0,0.0,0.0,0.0,150
2017-05-13,67.0,5.0,0.0,1.0,0.0,248
2017-05-14,71.0,5.0,0.0,1.0,0.0,286
2017-05-15,71.0,5.0,0.0,0.0,0.0,241
2017-05-16,83.0,5.0,0.0,0.0,1.0,300
2017-05-17,87.0,5.0,0.0,0.0,1.0,283
2017-05-18,85.0,5.0,0.0,0.0,1.0,240
2017-05-19,83.0,5.0,0.0,0.0,1.0,471
2017-05-20,72.0,5.0,0.0,1.0,1.0,420
2017-05-21,76.0,5.0,0.0,1.0,1.0,129
2017-05-22,67.0,5.0,0.0,0.0,0.0,262
2017-05-23,72.0,5.0,0.0,0.0,0.0,271
2017-05-24,67.0,5.0,0.0,0.0,0.0,159
2017-05-25,67.0,5.0,0.0,0.0,0.0,138
2017-05-26,68.0,5.0,0.0,0.0,1.0,179
2017-05-27,72.0,5.0,0.0,1.0,1.0,321
2017-05-28,79.0,5.0,0.0,1.0,1.0,695
2017-05-29,79.0,5.0,1.0,0.0,1.0,502
2017-05-30,78.0,5.0,0.0,0.0,1.0,277
2017-05-31,76.0,5.0,0.0,0.0,1.0,221
2017-06-01,74.0,6.0,0.0,0.0,0.0,334
2017-06-02,78.0,6.0,0.0,0.0,0.0,387
2017-06-03,80.0,6.0,0.0,1.0,0.0,540
2017-06-04,82.0,6.0,0.0,1.0,0.0,243
2017-06-05,76.0,6.0,0.0,0.0,0.0,212
2017-06-06,65.0,6.0,0.0,0.0,0.0,270
2017-06-07,66.0,6.0,0.0,0.0,0.0,291
2017-06-08,70.0,6.0,0.0,0.0,1.0,312
2017-06-09,78.0,6.0,0.0,0.0,1.0,382
2017-06-10,84.0,6.0,0.0,1.0,1.0,517
2017-06-11,85.0,6.0,0.0,1.0,1.0,468
2017-06-12,88.0,6.0,0.0,0.0,1.0,280
2017-06-13,91.0,6.0,0.0,0.0,1.0,195
2017-06-14,87.0,6.0,0.0,0.0,1.0,341
2017-06-15,85.0,6.0,0.0,0.0,0.0,192
2017-06-16,83.0,6.0,0.0,0.0,1.0,218
2017-06-17,87.0,6.0,0.0,1.0,1.0,414
2017-06-18,88.0,6.0,0.0,1.0,1.0,232
2017-06-19,79.0,6.0,0.0,0.0,0.0,178
2017-06-20,77.0,6.0,0.0,0.0,0.0,297
2017-06-21,80.0,6.0,0.0,0.0,0.0,305
2017-06-22,86.0,6.0,0.0,0.0,0.0,276
2017-06-23,76.0,6.0,0.0,0.0,0.0,124
2017-06-24,79.0,6.0,0.0,1.0,0.0,440
2017-06-25,75.0,6.0,0.0,1.0,0.0,706
2017-06-26,73.0,6.0,0.0,0.0,0.0,268
2017-06-27,70.0,6.0,0.0,0.0,1.0,308
2017-06-28,75.0,6.0,0.0,0.0,1.0,356
2017-06-29,85.0,6.0,0.0,0.0,1.0,279
2017-06-30,84.0,6.0,0.0,0.0,1.0,301
2017-07-01,82.0,7.0,0.0,1.0,1.0,383
2017-07-02,84.0,7.0,0.0,1.0,1.0,478
2017-07-03,85.0,7.0,0.0,0.0,0.0,413
2017-07-04,84.0,7.0,1.0,0.0,0.0,607
2017-07-05,88.0,7.0,0.0,0.0,0.0,272
2017-07-06,81.0,7.0,0.0,0.0,0.0,145
2017-07-07,81.0,7.0,0.0,0.0,0.0,215
2017-07-08,80.0,7.0,0.0,1.0,0.0,340
2017-07-09,78.0,7.0,0.0,1.0,0.0,446
2017-07-10,80.0,7.0,0.0,0.0,0.0,138
2017-07-11,82.0,7.0,0.0,0.0,0.0,166
2017-07-12,87.0,7.0,0.0,0.0,0.0,279
2017-07-13,77.0,7.0,0.0,0.0,0.0,215
2017-07-14,84.0,7.0,0.0,0.0,1.0,265
2017-07-15,79.0,7.0,0.0,1.0,1.0,595
2017-07-16,82.0,7.0,0.0,1.0,1.0,344
2017-07-17,85.0,7.0,0.0,0.0,1.0,264
2017-07-18,87.0,7.0,0.0,0.0,1.0,314
2017-07-19,89.0,7.0,0.0,0.0,1.0,251
2017-07-20,88.0,7.0,0.0,0.0,1.0,256
2017-07-21,87.0,7.0,0.0,0.0,0.0,292
2017-07-22,78.0,7.0,0.0,1.0,0.0,143
2017-07-23,81.0,7.0,0.0,1.0,0.0,247
2017-07-24,80.0,7.0,0.0,0.0,0.0,216
2017-07-25,76.0,7.0,0.0,0.0,0.0,287
2017-07-26,80.0,7.0,0.0,0.0,0.0,323
2017-07-27,83.0,7.0,0.0,0.0,0.0,299
2017-07-28,81.0,7.0,0.0,0.0,0.0,179
2017-07-29,79.0,7.0,0.0,1.0,0.0,421
2017-07-30,85.0,7.0,0.0,1.0,0.0,881
2017-07-31,84.0,7.0,0.0,0.0,0.0,301
2017-08-01,84.0,8.0,0.0,0.0,1.0,320
2017-08-02,84.0,8.0,0.0,0.0,1.0,273
2017-08-03,84.0,8.0,0.0,0.0,1.0,263
2017-08-04,83.0,8.0,0.0,0.0,1.0,248
2017-08-05,74.0,8.0,0.0,1.0,1.0,646
2017-08-06,75.0,8.0,0.0,1.0,1.0,362
2017-08-07,72.0,8.0,0.0,0.0,1.0,178
2017-08-08,76.0,8.0,0.0,0.0,1.0,318
2017-08-09,81.0,8.0,0.0,0.0,0.0,284
2017-08-10,78.0,8.0,0.0,0.0,0.0,250
2017-08-11,81.0,8.0,0.0,0.0,0.0,244
2017-08-12,79.0,8.0,0.0,1.0,0.0,365
2017-08-13,79.0,8.0,0.0,1.0,0.0,368
2017-08-14,80.0,8.0,0.0,0.0,0.0,215
2017-08-15,85.0,8.0,0.0,0.0,0.0,284
2017-08-16,85.0,8.0,0.0,0.0,0.0,262
2017-08-17,88.0,8.0,0.0,0.0,1.0,207
2017-08-18,84.0,8.0,0.0,0.0,1.0,257
2017-08-19,85.0,8.0,0.0,1.0,1.0,253
2017-08-20,83.0,8.0,0.0,1.0,1.0,401
2017-08-21,86.0,8.0,0.0,0.0,1.0,258
2017-08-22,85.0,8.0,0.0,0.0,1.0,140
2017-08-23,76.0,8.0,0.0,0.0,1.0,333
2017-08-24,76.0,8.0,0.0,0.0,1.0,248
2017-08-25,73.0,8.0,0.0,0.0,0.0,311
2017-08-26,75.0,8.0,0.0,1.0,0.0,415
2017-08-27,78.0,8.0,0.0,1.0,0.0,354
2017-08-28,76.0,8.0,0.0,0.0,0.0,261
2017-08-29,75.0,8.0,0.0,0.0,0.0,232
2017-08-30,78.0,8.0,0.0,0.0,0.0,239
2017-08-31,77.0,8.0,0.0,0.0,0.0,204
2017-09-01,63.0,9.0,0.0,0.0,1.0,232
2017-09-02,67.0,9.0,0.0,1.0,1.0,168
2017-09-03,73.0,9.0,0.0,1.0,1.0,353
2017-09-04,81.0,9.0,1.0,0.0,1.0,401
2017-09-05,75.0,9.0,0.0,0.0,1.0,161
2017-09-06,69.0,9.0,0.0,0.0,1.0,234
2017-09-07,65.0,9.0,0.0,0.0,1.0,198
2017-09-08,69.0,9.0,0.0,0.0,0.0,218
2017-09-09,68.0,9.0,0.0,1.0,0.0,311
2017-09-10,69.0,9.0,0.0,1.0,0.0,272
2017-09-11,72.0,9.0,0.0,0.0,0.0,246
2017-09-12,72.0,9.0,0.0,0.0,0.0,235
2017-09-13,80.0,9.0,0.0,0.0,0.0,227
2017-09-14,70.0,9.0,0.0,0.0,0.0,188
2017-09-15,75.0,9.0,0.0,0.0,0.0,285
2017-09-16,81.0,9.0,0.0,1.0,0.0,470
2017-09-17,81.0,9.0,0.0,1.0,0.0,290
2017-09-18,83.0,9.0,0.0,0.0,1.0,230
2017-09-19,84.0,9.0,0.0,0.0,1.0,303
2017-09-20,84.0,9.0,0.0,0.0,1.0,261
2017-09-21,86.0,9.0,0.0,0.0,0.0,258
2017-09-22,88.0,9.0,0.0,0.0,1.0,322
2017-09-23,89.0,9.0,0.0,1.0,1.0,455
2017-09-24,90.0,9.0,0.0,1.0,1.0,489
2017-09-25,89.0,9.0,0.0,0.0,0.0,241
2017-09-26,89.0,9.0,0.0,0.0,1.0,249
2017-09-27,91.0,9.0,0.0,0.0,1.0,254
2017-09-28,72.0,9.0,0.0,0.0,0.0,279
2017-09-29,71.0,9.0,0.0,0.0,0.0,291
2017-09-30,64.0,9.0,0.0,1.0,0.0,317
2017-10-01,69.0,10.0,0.0,1.0,0.0,268
2017-10-02,76.0,10.0,0.0,0.0,0.0,228
2017-10-03,79.0,10.0,0.0,0.0,0.0,246
2017-10-04,81.0,10.0,0.0,0.0,0.0,278
2017-10-05,71.0,10.0,0.0,0.0,0.0,184
2017-10-06,71.0,10.0,0.0,0.0,0.0,241
2017-10-07,82.0,10.0,0.0,1.0,0.0,382
2017-10-08,73.0,10.0,0.0,1.0,0.0,217
2017-10-09,77.0,10.0,1.0,0.0,0.0,173
2017-10-10,80.0,10.0,0.0,0.0,0.0,257
2017-10-11,77.0,10.0,0.0,0.0,0.0,194
2017-10-12,68.0,10.0,0.0,0.0,0.0,170
2017-10-13,74.0,10.0,0.0,0.0,0.0,247
2017-10-14,78.0,10.0,0.0,1.0,0.0,428
2017-10-15,75.0,10.0,0.0,1.0,0.0,223
2017-10-16,59.0,10.0,0.0,0.0,0.0,179
2017-10-17,63.0,10.0,0.0,0.0,0.0,202
2017-10-18,70.0,10.0,0.0,0.0,0.0,195
2017-10-19,70.0,10.0,0.0,0.0,0.0,243
2017-10-20,73.0,10.0,0.0,0.0,0.0,293
2017-10-21,75.0,10.0,0.0,1.0,0.0,428
2017-10-22,77.0,10.0,0.0,1.0,0.0,350
2017-10-23,67.0,10.0,0.0,0.0,0.0,70
2017-10-24,59.0,10.0,0.0,0.0,0.0,179
2017-10-25,45.0,10.0,0.0,0.0,0.0,130
2017-10-26,53.0,10.0,0.0,0.0,0.0,164
2017-10-27,71.0,10.0,0.0,0.0,0.0,262
2017-10-28,57.0,10.0,0.0,1.0,0.0,42
2017-10-29,43.0,10.0,0.0,1.0,0.0,37
2017-10-30,46.0,10.0,0.0,0.0,0.0,129
2017-10-31,45.0,10.0,0.0,0.0,0.0,134
2017-11-01,48.0,11.0,0.0,0.0,0.0,63
2017-11-02,68.0,11.0,0.0,0.0,0.0,172
2017-11-03,64.0,11.0,0.0,0.0,0.0,148
2017-11-04,61.0,11.0,0.0,1.0,0.0,202
2017-11-05,70.0,11.0,0.0,1.0,0.0,94
2017-11-06,60.0,11.0,0.0,0.0,0.0,106
2017-11-07,39.0,11.0,0.0,0.0,0.0,76
2017-11-08,50.0,11.0,0.0,0.0,0.0,98
2017-11-09,53.0,11.0,0.0,0.0,0.0,155
2017-11-10,41.0,11.0,1.0,0.0,0.0,73
2017-11-11,37.0,11.0,0.0,1.0,0.0,93
2017-11-12,46.0,11.0,0.0,1.0,0.0,79
2017-11-13,45.0,11.0,0.0,0.0,0.0,114
2017-11-14,44.0,11.0,0.0,0.0,0.0,115
2017-11-15,47.0,11.0,0.0,0.0,0.0,99
2017-11-16,48.0,11.0,0.0,0.0,0.0,107
2017-11-17,43.0,11.0,0.0,0.0,0.0,145
2017-11-18,61.0,11.0,0.0,1.0,0.0,27
2017-11-19,47.0,11.0,0.0,1.0,0.0,30
2017-11-20,43.0,11.0,0.0,0.0,0.0,108
2017-11-21,56.0,11.0,0.0,0.0,0.0,122
2017-11-22,47.0,11.0,0.0,0.0,0.0,53
2017-11-23,40.0,11.0,1.0,0.0,0.0,22
2017-11-24,53.0,11.0,0.0,0.0,0.0,80
2017-11-25,56.0,11.0,0.0,1.0,0.0,108
2017-11-26,44.0,11.0,0.0,1.0,0.0,60
2017-11-27,52.0,11.0,0.0,0.0,0.0,120
2017-11-28,64.0,11.0,0.0,0.0,0.0,169
2017-11-29,55.0,11.0,0.0,0.0,0.0,129
2017-11-30,62.0,11.0,0.0,0.0,0.0,88
2017-12-01,48.0,12.0,0.0,0.0,0.0,116
2017-12-02,46.0,12.0,0.0,1.0,0.0,79
2017-12-03,55.0,12.0,0.0,1.0,0.0,92
2017-12-04,59.0,12.0,0.0,0.0,0.0,116
2017-12-05,56.0,12.0,0.0,0.0,0.0,63
2017-12-06,44.0,12.0,0.0,0.0,0.0,115
2017-12-07,37.0,12.0,0.0,0.0,0.0,85
2017-12-08,30.0,12.0,0.0,0.0,0.0,67
2017-12-09,37.0,12.0,0.0,1.0,0.0,44
2017-12-10,33.0,12.0,0.0,1.0,0.0,50
2017-12-11,39.0,12.0,0.0,0.0,0.0,71
2017-12-12,43.0,12.0,0.0,0.0,0.0,34
2017-12-13,26.0,12.0,0.0,0.0,0.0,42
2017-12-14,33.0,12.0,0.0,0.0,0.0,50
2017-12-15,29.0,12.0,0.0,0.0,0.0,46
2017-12-16,44.0,12.0,0.0,1.0,0.0,50
2017-12-17,42.0,12.0,0.0,1.0,0.0,54
2017-12-18,45.0,12.0,0.0,0.0,0.0,57
2017-12-19,55.0,12.0,0.0,0.0,0.0,96
2017-12-20,45.0,12.0,0.0,0.0,0.0,68
2017-12-21,42.0,12.0,0.0,0.0,0.0,83
2017-12-22,57.0,12.0,0.0,0.0,0.0,75
2017-12-23,55.0,12.0,0.0,1.0,0.0,15
2017-12-24,37.0,12.0,0.0,1.0,0.0,15
2017-12-25,32.0,12.0,1.0,0.0,0.0,7
2017-12-26,19.0,12.0,0.0,0.0,0.0,17
2017-12-27,15.0,12.0,0.0,0.0,0.0,18
2017-12-28,15.0,12.0,0.0,0.0,0.0,24
2017-12-29,19.0,12.0,0.0,0.0,0.0,27
2017-12-30,18.0,12.0,0.0,1.0,0.0,3
2017-12-31,14.0,12.0,0.0,1.0,0.0,9
